昵称,时间,评论内容
Matthew_CLX,2020-12-02 23:12:00,月球车兔兔也一块带回来呗
甜甜彩虹橙,2020-12-02 23:12:00,加油        
繁花细芮,2020-12-02 23:09:00,👍🏻        
如是我闻丶369,2020-12-02 23:08:00,什么时候直播回来        
德川内大臣家康,2020-12-02 23:07:00,为嫦娥加油！为音棋加油！
油城会记师,2020-12-02 23:05:00,厉害了我的国！嫦娥五号加油！向国家科技工作者致敬，辛苦了！祝好运常伴！        
甜桃啵怪,2020-12-02 23:04:00,好棒好棒，        
不瘦到一百斤决不改名_,2020-12-02 23:03:00,几号回地球呀        
飞天甜面将,2020-12-02 23:03:00,真的太厉害了，祖国伟大！        
坛子meimei,2020-12-02 23:03:00,厉害我的国，真的好神奇哦        
红红喜欢灰灰,2020-12-02 23:03:00,嫦娥五号加油！
豪多好运气,2020-12-02 23:03:00,好棒，看到了好漂亮的星球        
悠悠永安,2020-12-02 23:03:00,好样的，平安归来。        
_Kai_Wong,2020-12-02 23:02:00,哇        
城中车马为君来,2020-12-02 23:01:00,历史的一刻        
加油加油开心快乐,2020-12-02 23:01:00,丽江丽江丽江        
木已成舟vSZ,2020-12-02 23:01:00,(⊙o⊙)哇！好厉害🤟        
凸凸北,2020-12-02 23:01:00,祖国伟大
一缕相思入梦来,2020-12-02 23:00:00,伟大的中华人民共和国万岁！        
古筝风,2020-12-02 23:00:00,加油💪        
住在顾拙言家2号楼,2020-12-02 23:00:00,抬头看看月亮，上面有我们的嫦娥五号，哇！自豪        
hyj999,2020-12-02 22:59:00,明明如月，今日可掇！        
阿果的小树苗,2020-12-02 22:59:00,大国重器
我ID是江南美人_,2020-12-02 22:59:00,嫦娥五号加油!        
此龙哥非彼龙哥,2020-12-02 22:59:00,😎️        
Jack-Leo,2020-12-02 22:59:00,这样就看出月表的尘土了，还是很厚的        
天蝎祎971120,2020-12-02 22:59:00,[我爱中国][我爱中国][我爱中国]        
恋长安10124,2020-12-02 22:58:00,太棒了吧        
真理只存在于实力,2020-12-02 22:58:00,加油
羊棒棒哒,2020-12-02 22:58:00,太厉害了，嫦娥五号加油，中国航天加油！        
残缺的梦201908,2020-12-02 22:58:00,。        
我的大脑内存以满,2020-12-02 22:58:00,嫦娥五号加油！
公子宸1994,2020-12-02 22:58:00,为嫦娥五号加油！        
二十四个蒸面包,2020-12-02 22:58:00,真好        
绚烂夏添,2020-12-02 22:58:00,加油        
吃一口琳酱w,2020-12-02 22:58:00,哇塞！        
风云梦远,2020-11-30 15:35:00,准确说是风暴洋北岸的吕姆克山。目前探测认为，吕姆克山是一座盾状火山（类似地球上的夏威夷基拉韦厄火山），其喷出的玄武岩相对较“年轻”（约20-10亿年前）；而之前美国和苏联采样点都在月海内部，是更古老的玄武岩。所以嫦娥五号有望通过实地样本，进一步填补月球地质历史研究空白        
你们呢男朋友,2020-11-30 19:35:00,给课代表递茶
一个有才情的少女,2020-11-30 21:21:00,妈的智...勇双全，应该说的就是你吧！                    
晨曦不再升起,2020-11-30 15:32:00,风暴洋，多么有诗意的名字。        
汉安小马,2020-11-30 19:45:00,这是为了和地球上最大的太平洋相对                    
Onemorelight81812,2020-11-30 20:24:00,风暴地的拜拉席恩家族
Echo的左耳不闲,2020-11-30 15:33:00,中国航天棒棒棒 中国加油🇨🇳 🇨🇳🇨🇳🇨🇳 为我国的航天骄傲 为我的国骄傲        
卓然若璇的璇,2020-11-30 15:35:00,没有其他探测器来过这里 厉害了我的国 我们的航天真的🐮🍺 致敬每一个航天人 你们是坠吊的！！！        
主与你同在2020,2020-12-01 07:28:00,以后肯定给你立个碑                    
沙曼华___,2020-11-30 15:32:00,为啥没人评论！厉害了我的国        
贩卖时间de小狐狸,2020-11-30 15:33:00,厉害了我们的嫦娥        
X我爱吃锅包肉,2020-11-30 15:43:00,中国航天
我是贝贝宁,2020-11-30 15:47:00,中国航天确实厉害                    
蜜蜜小罐,2020-11-30 15:50:00,回复
妮雪宝贝0813,2020-11-30 15:34:00,我们的嫦娥厉害了 我们的航天一直在进步 致敬每一个航天人        
愿我们都能金榜题名,2020-11-30 15:34:00,我为中国航天骄傲
河北消防,2020-11-30 15:33:00,探索未知领域～迎难而上
鸢Sports,2020-11-30 16:07:00,伟大创举！世界之最，加油中国航天事业        
MD_大喜喜,2020-11-30 15:45:00,中国航天 厉害
牛牛贾牛牛,2020-11-30 15:39:00,静海在天津
RedSteelOrchid,2020-11-30 15:48:00,亚平宁山脉也不在欧洲
小北探险记,2020-11-30 15:31:00,祖国威武
依然暮嘉,2020-11-30 15:34:00,中国航天最棒，骄傲，来世还为华夏人        
足球世界杯-叶凡,2020-11-30 21:16:00,中国航天继续加油，棒棒的
提莫队长jiaer0620,2020-11-30 16:25:00,中国航天超厉害！        
SayKan雅雅,2020-11-30 16:17:00,中国🇨🇳航天太厉害了👍🏻👍🏻👍🏻        
成毅哥哥的腿毛,2020-11-30 16:01:00,中国真棒        
SayKan雅雅,2020-11-30 15:52:00,中国🇨🇳航天太棒了！身为中国人真的为祖国骄傲！加油！
sMiLe-娜兒,2020-11-30 15:51:00,棒棒棒        
离开二丁目,2020-11-30 15:48:00,中国航天加油        
海狸芒果布丁lily,2020-11-30 15:42:00,中国航天好棒！加油        
曾家大院I号,2020-11-30 15:41:00,因为越危险的地方就是最安全的        
三岁橘甜甜,2020-11-30 15:35:00,好棒
摄影师刘冠民,2020-11-30 15:33:00,天津有个静海，月亮也有静海        
割兄,2020-11-30 15:32:00,是美国获得380kg，小数点后面的是苏联        
来一杯O泡果奶-,2020-11-30 15:32:00,👍🏻        
娱圈干饭王,2020-11-30 15:32:00,👍🏻 👍🏻👍🏻👍🏻        
当红小生,2020-11-30 15:31:00,祖国威武        
安兮禾,2020-11-30 15:51:00,🇨🇳🇨🇳中国航天好棒！为我国航天骄傲！        
石原里美的女人,2020-11-30 15:35:00,太强了
严肃的大章鱼,2020-11-30 15:32:00,嫦娥:让风暴来的更猛烈些吧        
自挂西厢东南枝,2020-12-03 15:32:00,了解了，好厉害        
幽冥的佛爷,2020-12-01 21:40:00,中国航天棒棒哒
环宇青春,2020-12-01 05:09:00,马//
唐沐家,2020-12-01 03:11:00,加油中国，星辰大海不是梦想，脚踏实地一步步去实现        
熊猫军团团长,2020-12-01 03:01:00,嫦娥五号加油
盛世美颜仙女,2020-11-30 23:49:00,为嫦娥五号点赞，为祖国骄傲        
我是鱼是鱼还是鱼,2020-11-30 21:45:00,【
奈双辞未挽,2020-11-30 21:32:00,厉害了我的国 真是太棒了!祝贺我国的航天事业更上一层楼!
是个美女有问题吗,2020-11-30 20:58:00,厉害了真棒啊！！！        
他说一年只能改一次昵称,2020-11-30 20:24:00,羡慕这样的工作
内个谁谁谁怎么可以不努力,2020-11-30 20:02:00,真赞        
苏念白49565,2020-11-30 19:11:00,中国航天真厉害👍        
陨落星柔_,2020-11-30 18:55:00,棒        
深情的佑利,2020-11-30 17:45:00,给中国航天人点赞！        
无止境的微凉,2020-11-30 16:52:00,中国航天加油！        
橘子琉璃,2020-11-30 16:38:00,嗯嗯
肖铅笔的兔子少年,2020-11-30 16:25:00,中国🇨🇳 航天厉害了        
等下一个春天去见你_,2020-11-30 16:18:00,get        
明晃晃噢,2020-11-30 15:54:00,好厉害哦        
朝朝V,2020-11-30 15:44:00,棒！！太棒了！！        
阿如198604,2020-11-30 15:43:00,祖国加油        
四十四有四,2020-11-30 15:42:00,中国航天太棒啦👍🏻        
_南南南_,2020-11-30 15:41:00,我们中国航天真棒👍        
尤点软fufu,2020-11-30 15:40:00,好棒好棒，去未知的地方探索更有意义
跟你一起庚心啊,2020-11-30 15:38:00,厉害👍🏻        
rinsechow_,2020-11-30 15:35:00,每次看到这种影像 都觉得有大秘密
luckyCY517,2020-11-30 15:34:00,真棒👏🏻        
Tracer-头牌奶膘,2020-11-30 15:34:00,厉害了我的国🇨🇳        
Cribug-,2020-11-30 15:34:00,然后美国给了1g，这次给回1g他        
柠檬少年变青年又一年,2020-11-30 17:36:00,這次带回来给美国2g。让美国看看大国风范。当初美国给我们1g，我们给他2克.
2012-DA14,2020-11-30 21:18:00,给5g，让美子自己回味去                    
最ai薄荷绿,2020-11-30 15:34:00,真棒👍        
嬴三岁的郑儿,2020-11-30 15:34:00,不是相关专业侧重点放在了脸上，这个人长得还可以        
比彭于晏还帅的男朋友,2020-11-30 15:33:00,因为离嫦娥近点
V宋_Sq,2020-11-30 15:32:00,加油加油        
湖南消防,2020-11-30 15:32:00,新知识get
散落的烟火111,2020-12-03 22:19:00,发扬中国航天精神        
若你美眷如花那我安心浪迹天涯,2020-12-02 14:15:00,月之海？我想起fate了        
北京西城健康教育,2020-12-02 14:11:00,风暴洋是月球最大的月海        
爱是驴子,2020-12-01 23:31:00,莫名感动
哈哈iridescent,2020-12-01 22:00:00,这样才更有研究意义        
慕阳是光,2020-12-01 21:36:00,厉害了，我的国！        
通江教科体,2020-12-01 21:22:00,科普！        
我是梦梦小盆友,2020-12-01 21:19:00,中国航天加油！        
卖萌也没用的,2020-12-01 09:27:00,为什么去到月球的人和仪器从来没有拍回些高清晰照片
萌宠宝宝love,2020-12-01 09:01:00,厉害了        
萌宠宝宝love,2020-12-01 09:01:00,为你骄傲！我爱你中国！        
已浓,2020-12-01 08:58:00,很强        
李小现的扣子,2020-12-01 08:31:00,中国就是勇于挑战        
粮食猪的微博,2020-12-01 08:28:00,因为静海的科研基地被美国人拆了。        
千玺封闭货车里的鶴,2020-12-01 08:01:00,祖国威武        
晴空落云上,2020-12-01 07:08:00,鼓掌鼓掌鼓掌        
看试手补天裂,2020-12-01 05:55:00,赶超老美，牛逼的        
够自私就不怕PUA,2020-12-01 02:53:00,中国航天
我是凡凡,2020-12-01 01:14:00,带回原生橄榄石，探究月球起源        
氺辰,2020-11-30 23:54:00,.        
好厉害的dick,2020-11-30 23:47:00,直播吗央视爸爸        
稚初200411,2020-11-30 22:54:00,晚安        
電子阿咩,2020-11-30 22:28:00,中国航天太强了        
zhy乐悠悠018,2020-11-30 21:46:00,弘扬传承航天精神
周九橘的航湾,2020-11-30 21:39:00,小五到月亮上了没        
-薄荷加冰_,2020-11-30 21:33:00,👏🏻👏🏻👏🏻👏🏻👏🏻        
队长柯,2020-11-30 21:19:00,我记得不是说要去南极吗
红袖沁香,2020-11-30 21:17:00,转发微博        
飞龙在天上飞翔,2020-11-30 21:05:00,下一步月球开矿        
吴景基202002,2020-11-30 20:59:00,厉害了，我的国        
Alice江萱柠茶,2020-11-30 20:53:00,这，就涉及到我的知识盲区了，蹲个课代表
我是爱范范范玮琪的袁西瓜啊,2020-11-30 20:47:00,中国加油        
一则以囍,2020-11-30 20:43:00,牛皮！🐂🍺        
遥遥银万川,2020-11-30 20:41:00,我为我是中国人感到骄傲！！！        
修图师-WH,2020-11-30 20:21:00,额，月亮不就是在我们脑瓜顶上吗？我们能不能用热气球把土运回来。或许可以试试，应该可以，就在我们脑瓜顶上。        
樱Hyg,2020-11-30 20:09:00,月球有无地震发生？        
普朗特德纳唐,2020-11-30 20:50:00,有，阿波罗11号登月开始就往上放了地震仪监测震动                    
璨星·Winter,2020-11-30 20:04:00,厉害了嫦娥，厉害了中国👍🏻        
雪叶帆行,2020-11-30 19:50:00,我爱你，中国😘        
剑过留痕的春天,2020-11-30 19:38:00,加油，嫦娥五号，十四亿中国人都在为你加油鼓劲！        
路云波,2020-11-30 19:36:00,嫦娥5号下去钻2米，会不会，噗，打出一股喷泉？        
阿拉斯加的加减法,2020-11-30 19:36:00,大家知道这对应的是马原里的哪个知识点吗
l向往甜剧l,2020-11-30 19:35:00,航之
白茉莉与薄荷-,2020-11-30 19:31:00,工作人员辛苦了 为祖国感到骄傲        
让童年飞久点,2020-11-30 19:04:00,加油 中国        
知识城,2020-11-30 18:50:00,涨知识        
W_是每天都要开心的小朋友,2020-11-30 18:34:00,中国航天
Happy小黑糖,2020-11-30 18:26:00,好可怜的月球，都是撞击坑…        
D喝奶茶的小糖糕C,2020-11-30 18:10:00,中国航天加油
高六发儿,2020-11-30 18:05:00,小民，能不能把嫦娥五号拍的图片给两张，做个手机屏保，骄傲一下！！        
河南农大桃李园学生公寓,2020-11-30 17:48:00,厉害了我的国
渭城区融媒体中心,2020-11-30 17:42:00,【
绒划富贵,2020-11-30 17:31:00,太骄傲了        
牛高高,2020-11-30 17:29:00,中国加油，干翻欧美        
方格学堂官微,2020-11-30 17:16:00,转发微博        
玉林反邪,2020-11-30 17:15:00,【
非己亦非彼,2020-11-30 17:07:00,去占地盘的        
般若的朋友,2020-11-30 16:57:00,好有诗意的名字        
爱旭凤的拉小拉,2020-11-30 16:53:00,换个角度看家园        
FOONHUNG,2020-11-30 16:51:00,啥时候软着陆
Surpris柠檬,2020-11-30 16:50:00,中国航天冲冲冲
皮皮爱霖霖,2020-11-30 16:50:00,棒棒哒
三零五六卿贤琳,2020-11-30 16:27:00,厉害👍🏻        
米奇妙妙ll,2020-11-30 16:23:00,中国🇨🇳航天，棒棒哒👍        
云熙眼中的绚烂烟火,2020-11-30 16:20:00,中国航天好棒！加油        
呐喊Free,2020-11-30 16:12:00,把我送上去，我多带点月球土特产来
放弃Y不代表认输,2020-11-30 16:09:00,厉害了        
燃烧一激情,2020-11-30 16:07:00,转发微博        
莓控儿,2020-11-30 16:02:00,是380多公斤？        
_断橋霧雨,2020-11-30 21:01:00,不仅月壤还有很多岩石样本，加起来就这么多了                    
普朗特德纳唐,2020-11-30 20:52:00,美国登了几次月，用人挖的，就是公斤                    
斓曦_01,2020-11-30 16:02:00,哇        
ISEEGIRL7135,2020-11-30 16:01:00,好厉害        
在何之周918,2020-11-30 15:59:00,科学家真的好了不起！        
只配当培教,2020-11-30 15:58:00,🐂🍺        
瓶子里的懒懒YU,2020-11-30 15:55:00,……        
YL雨503168,2020-11-30 15:55:00,哇喔        
达达驼,2020-11-30 15:53:00,中国航天！        
袁昌仁,2020-11-30 15:50:00,中国探索月球敢为人先        
可爱的小丸子AA,2020-11-30 15:49:00,致敬中国🇨🇳航天人
似是而非D,2020-11-30 15:49:00,神话里的地方，我们终于达到了        
快乐小鸟198012,2020-11-30 15:48:00,签到        
木子同学生66688,2020-11-30 15:47:00,中国航天骄傲
无限回路,2020-11-30 15:47:00,会戳出一个神秘立方体么？
lxx888666,2020-11-30 15:46:00,中国真的是发展很快        
椰冻_03,2020-11-30 16:05:00,好厉害                    
Sync_UL,2020-11-30 15:45:00,祖国威武！        
ISEEGIRL7134,2020-11-30 15:45:00,厉害        
水蜜桃酷,2020-11-30 15:44:00,祖国威武        
游园绘记,2020-11-30 15:44:00,真厉害！        
jack_j11,2020-11-30 15:44:00,着陆有直播吗？什么时间啊？        
叽叽哇宝,2020-11-30 15:41:00,厉害了我的国        
八P马,2020-11-30 15:41:00,要石头的挤破门        
睡睡-安,2020-11-30 15:39:00,期待        
一龙快运,2020-11-30 15:39:00,厉害  推演月球   外太空   中国来了        
真想一直这么爱她,2020-11-30 15:39:00,中国航天加油        
土豆仔挖土豆去了,2020-11-30 15:38:00,择机是什么意思        
别封了别疯了,2020-11-30 15:38:00,选择时机                    
土豆仔挖土豆去了,2020-11-30 15:39:00,回复
tianschumi,2020-11-30 15:37:00,6到飞起        
白夜焰火,2020-11-30 15:37:00,为中国航天点赞
唐钰小宝哒阿奴,2020-11-30 15:37:00,哇哇哇，好棒哦！        
东方雅楠,2020-11-30 15:36:00,期待！        
第一问题,2020-11-30 15:36:00,月球土地先到先得        
金牛区西安路街道办事处,2020-11-30 15:35:00,【
魔鬼肌肉松,2020-11-30 15:34:00,等着去月球买房        
万相归春DYS,2020-11-30 15:33:00,祖国威武        
达达驼,2020-11-30 15:33:00,厉害了我的国！        
浊酒醉红尘灬灬,2020-11-30 15:32:00,V587        
青青子衿19205,2020-11-30 20:29:00,我们的嫦娥棒棒        
奇奇ION,2020-11-30 16:57:00,这个名字真有诗意，祝愿平安归来🙏        
小临也君7908,2020-11-30 22:20:00,祖国加油        
一个红提三颗籽,2020-11-30 15:32:00,对 说的对！我人现在在月亮上，我看到嫦娥五号了        
我爱汶翰宝宝,2020-11-30 15:32:00,么么哒        
民航大学教务处,2020-11-30 15:59:00,。        
嗑瓜子mum,2020-11-30 15:37:00,啊啊啊又学到了很多知识，第一次知道静海和丰富海
别在敷衍_kjlszl,2020-11-30 15:33:00,为我们不懈努力的航天梦
燕云英84,2020-12-03 01:55:00,都        
蜀狼75,2020-12-01 07:46:00,月球的成份应该不是都一样一样的吧，就像地球上有沙子，石头，泥土……        
遥不可及icon,2020-11-30 20:57:00,中国航天
sunjianf123,2020-11-30 20:46:00,哇        
M_WYWY,2020-11-30 17:40:00,发现宇宙人了吗        
